id,title,published,updated,summary,authors,doi,primary_category
http://arxiv.org/abs/math/0604055v1,Density of sets of natural numbers and the Levy group,2006-04-04T02:24:13Z,2006-04-04T02:24:13Z,"Let $\N$ denote the set of positive integers. The asymptotic density of the
set $A \subseteq \N$ is $d(A) = \lim_{n\to\infty} |A\cap [1,n]|/n$, if this
limit exists. Let $ \mathcal{AD}$ denote the set of all sets of positive
integers that have asymptotic density, and let $S_{\N}$ denote the set of all
permutations of the positive integers \N. The group $\mathcal{L}^{\sharp}$
consists of all permutations $f \in S_{\N}$ such that $A \in \mathcal{AD}$ if
and only if $f(A) \in \mathcal{AD}$, and the group $\mathcal{L}^{\ast}$
consists of all permutations $f \in \mathcal{L}^{\sharp}$ such that $d(f(A)) =
d(A)$ for all $A \in \mathcal{AD}$. Let $f:\N \to \N $ be a one-to-one function
such that $d(f(\N))=1$ and, if $A \in \mathcal{AD}$, then $f(A) \in
\mathcal{AD}$. It is proved that $f$ must also preserve density, that is,
$d(f(A)) = d(A)$ for all $A \in \mathcal{AD}$. Thus, the groups
$\mathcal{L}^{\sharp}$ and $\mathcal{L}^{\ast}$ coincide.",Melvyn B. Nathanson; Rohit Parikh,,math.NT
http://arxiv.org/abs/math/0607118v1,"Line partitions of internal points to a conic in PG(2,q)",2006-07-05T10:55:59Z,2006-07-05T10:55:59Z,"All sets of lines providing a partition of the set of internal points to a
conic C in PG(2,q), q odd, are determined. There exist only three such linesets
up to projectivities, namely the set of all nontangent lines to C through an
external point to C, the set of all nontangent lines to C through a point in C,
and, for square q, the set of all nontangent lines to C belonging to a Baer
subplane with at least 5 common points with C. This classification theorem is
the analogous of a classical result by Segre and Korchmaros characterizing the
pencil of lines through an internal point to C as the unique set of lines, up
to projectivities, which provides a partition of the set of all noninternal
points to C. However, the proof is not analogous, since it does not rely on the
famous Lemma of Tangents of Segre. The main tools in the present paper are
certain partitions in conics of the set of all internal points to C, together
with some recent combinatorial characterizations of blocking sets of non-secant
lines, and of blocking sets of external lines.",Massimo Giulietti,,math.CO
http://arxiv.org/abs/math/0703529v2,An infinite presentation of the Torelli group,2007-03-19T05:01:11Z,2008-12-02T18:58:12Z,"In this paper, we construct an infinite presentation of the Torelli subgroup
of the mapping class group of a surface whose generators consist of the set of
all ""separating twists"", all ""bounding pair maps"", and all ""commutators of
simply intersecting pairs"" and whose relations all come from a short list of
topological configurations of these generators on the surface. Aside from a few
obvious ones, all of these relations come from a set of embeddings of groups
derived from surface groups into the Torelli group. In the process of analyzing
these embeddings, we derive a novel presentation for the fundamental group of a
closed surface whose generating set is the set of all simple closed curves.",Andrew Putman,10.1007/s00039-009-0006-6,math.GT
http://arxiv.org/abs/q-alg/9506008v1,"Poisson-Lie Structures on Infinite-Dimensional Jet Groups and Quantum
  Groups Related to Them",1995-06-08T21:45:08Z,1995-06-08T21:45:08Z,"We study the problem of classifying all Poisson-Lie structures on the group
$G_{\infty}$ of formal diffeomorphisms of the real line $\zR^{1}$ which leave
the origin fixed, as well as the extended group of diffeomorphisms
$G_{0\infty}\supset G_{\infty}$ whose action on $\zR^{1}$ does not necessarily
fix the origin. A complete local classification of all Poisson-Lie structures
on the groups $G_{\infty}$ and $G_{0\infty}$ is given. This includes a
classification of all Lie-bialgebra structures on the Lie algebra $\Cal
G_{\infty}$ of $G_{\infty}$, which we prove to be all of coboundary type, and a
classification of all Lie-bialgebra strucutures on the Lie algebra $\Cal
G_{0\infty}$ (the Witt algebra) of $G_{0\infty}$ which also turned out to be
all of coboundary type. A large class of Poisson structures on the space
$V_{\lambda}$ of $\lambda$-densities on the real line is found such that
$V_{\lambda}$ becomes a homogeneous Poisson space under the action of the
Poisson-Lie group $G_{\infty}$. We construct a series of quantum semigroups
whose quasiclassical limits are finite-dimensional Poisson-Lie factor groups of
$G_{\infty}$ and $G_{0\infty}$.",Ognyan Stoyanov,,q-alg
http://arxiv.org/abs/q-bio/0511016v1,"Expression profiles of acute lymphoblastic and myeloblastic leukemias
  with ALL-1 rearrangements",2005-11-14T19:10:51Z,2005-11-14T19:10:51Z,"The ALL-1 gene is directly involved in 5-10% of ALLs and AMLs by fusion to
other genes or through internal rearrangements. DNA microarrays were utilized
to determine expression profiles of ALLs and AMLs with ALL-1 rearrangements.
These profiles distinguish those tumors from other ALLs and AMLs. The
expression patterns of ALL-1-associated tumors, in particular ALLs, involve
oncogenes, tumor suppressors, anti apoptotic genes, drug resistance genes etc.,
and correlate with the aggressive nature of the tumors. The genes whose
expression differentiates between ALLs with and without ALL-1 rearrangement
were further divided into several groups enabling separation of ALL-1-
associated ALLs into two subclasses. Further, AMLs with partial duplication of
ALL-1 vary in their expression pattern from AMLs in which ALL-1 had undergone
fusion to other genes. The extensive analysis described here draws attention to
genes which might have a direct role in pathogenesis.",T. Rozovskaia; O. Ravid-Amir; S. Tillib; G. Getz; E. Feinstein; H. Agrawal; A. Nagler; E. Rappeport; I. Issaeva; Y. Matsuo; U. R. Kees; T. Lapidot; F. Lo Coco; R. Foa; A. Mazo; T. Nakamura; C. M. Croce; G. Cimino; E. Domany; E. Canaani,10.1073/pnas.1132115100,q-bio.QM
http://arxiv.org/abs/0707.1270v1,"Spherically symmetric selfdual Yang-Mills instantons on curved
  backgrounds in all even dimensions",2007-07-09T14:44:31Z,2007-07-09T14:44:31Z,"We present several different classes of selfdual Yang-Mills instantons in all
even d backgrounds with Euclidean signature. In d=4p+2 the only solutions we
found are on constant curvature dS and AdS backgrounds, and are evaluated in
closed form. In d=4p an interesting class of instantons are given on black hole
backgrounds. One class of solutions are (Euclidean) time-independent and
spherically symmetric in d-1 dimensions, and the other class are spherically
symmetric in all d dimensions. Some of the solutions in the former class are
evaluated numerically, all the rest being given in closed form. Analytic proofs
of existence covering all numerically evaluated solutions are given. All
instantons studied have finite action and vanishing energy momentum tensor and
do not disturb the geometry.",Eugen Radu; D. H. Tchrakian; Yisong Yang,10.1103/PhysRevD.77.044017,hep-th
http://arxiv.org/abs/0901.4161v1,Semistability and restrictions of tangent bundle to curves,2009-01-27T02:39:47Z,2009-01-27T02:39:47Z,"We consider all complex projective manifolds X that satisfy at least one of
the following three conditions:
  1. There exists a pair $(C ,\varphi)$, where $C$ is a compact connected
Riemann surface and $\varphi : C\to X$ a holomorphic map, such that the pull
back $\varphi^*TX$ is not semistable.
  2. The variety $X$ admits an \'etale covering by an abelian variety.
  3. The dimension $\dim X \leq 1$.
  We conjecture that all complex projective manifolds are of the above type,
and prove that the following classes are among those that are of the above
type. i) All $X$ with a finite fundamental group. ii) All $X$ such that there
is a nonconstant morphism from the projective line to $X$. iii) All $X$ such
that the canonical line bundle $K_X$ is either positive or negative or
$c_1(K_X) \in H^2(X, {\mathbb Q})$ vanishes. iv) All projective surfaces.",Indranil Biswas,,math.AG
http://arxiv.org/abs/0905.4535v1,Approximation of chaotic operators,2009-05-27T23:19:21Z,2009-05-27T23:19:21Z,"As well-known, the concept ""hypercyclic"" in operator theory is the same as
the concept ""transitive"" in dynamical system. Now the class of hypercyclic
operators is well studied. Following the idea of research in hypercyclic
operators, we consider classes of operators with some kinds of chaotic
properties in this article.
  First of all, the closures of the sets of all Li-Yorke chaotic operators or
distributionally chaotic operators are discussed. We give a spectral
description of them and prove that the two closures coincide with each other.
Moreover, both the set of all Li-Yorke chaotic operators and the set of all
distributionally chaotic operators have nonempty interiors which coincide with
each other as well. The article also includes the containing relation between
the closure of the set of all hypercyclic operators and the closure of the set
of all distributionally chaotic operators. Finally, we get connectedness of the
sets considered above.",Geng Tian; Luoyi Shi; Sen Zhu; Bingzhe Hou,,math.FA
http://arxiv.org/abs/0908.0070v1,Jordan $*-$homomorphisms between unital $C^*-$algebras,2009-08-01T11:52:32Z,2009-08-01T11:52:32Z,"Let $A,B$ be two unital $C^*-$algebras. We prove that every almost unital
almost linear mapping $h:A\longrightarrow B$ which satisfies $h(3^nuy+3^nyu) =
h(3^nu)h(y)+h(y)h(3^nu)$ for all $u\in U(A)$, all $y\in A$, and all $n = 0, 1,
2,...$, is a Jordan homomorphism. Also, for a unital $C^*-$algebra $A$ of real
rank zero, every almost unital almost linear continuous mapping
$h:A\longrightarrow B$ is a Jordan homomorphism when $h(3^nuy+3^nyu) =
h(3^nu)h(y)+h(y)h(3^nu)$ holds for all $u\in I_1(A_{sa})$, all $y\in A,$ and
all $n = 0, 1, 2,... ~$. Furthermore, we investigate the Hyers--Ulam--Rassias
stability of Jordan $*-$homomorphisms between unital $C^*-$algebras by using
the fixed points methods.",M. Eshaghi Gordji,,math.OA
http://arxiv.org/abs/1006.5097v1,Quantitative Fairness Games,2010-06-26T03:03:15Z,2010-06-26T03:03:15Z,"We consider two-player games played on finite colored graphs where the goal
is the construction of an infinite path with one of the following
frequency-related properties: (i) all colors occur with the same asymptotic
frequency, (ii) there is a constant that bounds the difference between the
occurrences of any two colors for all prefixes of the path, or (iii) all colors
occur with a fixed asymptotic frequency.
  These properties can be viewed as quantitative refinements of the classical
notion of fair path in a concurrent system, whose simplest form checks whether
all colors occur infinitely often. In particular, the first two properties
enforce equal treatment of all the jobs involved in the system, while the third
one represents a way to assign a given priority to each job. For all the above
goals, we show that the problem of checking whether there exists a winning
strategy is CoNP-complete.",Alessandro Bianco; Marco Faella; Fabio Mogavero; Aniello Murano,10.4204/EPTCS.28.4,cs.GT
http://arxiv.org/abs/1012.2470v2,The zero-divisor graphs of semirings,2010-12-11T16:04:32Z,2011-05-20T10:21:04Z,"In this paper we study zero--divisor graphs of rings and semirings. We show
that all zero--divisor graphs of (possibly noncommutative) semirings are
connected and have diameter less than or equal to 3. We characterize all
acyclic zero-divisor graphs of semirings and prove that in the case
zero-divisor graphs are cyclic, their girths are less than or equal to 4. We
find all possible cyclic zero-divisor graphs over commutative semirings having
at most one 3-cycle, and characterize all complete $k$-partite and regular
zero-divisor graphs. Moreover, we characterize all additively cancellative
commutative semirings and all commutative rings such that their zero--divisor
graph has exactly one 3-cycle.",David Dolžan; Polona Oblak,,math.RA
http://arxiv.org/abs/1105.1048v1,Basic Questions on Artin-Tits groups,2011-05-05T12:14:19Z,2011-05-05T12:14:19Z,"This paper is a short survey on four basic questions on Artin-Tits groups:
the torsion, the center, the word problem, and the cohomology ($K(\pi,1)$
problem). It is also an opportunity to prove three new results concerning these
questions: (1) if all free of infinity Artin-Tits groups are torsion free, then
all Artin-Tits groups will be torsion free; (2) If all free of infinity
irreducible non-spherical type Artin-Tits groups have a trivial center then all
irreducible non-spherical type Artin-Tits groups will have a trivial center;
(3) if all free of infinity Artin-Tits groups have solutions to the word
problem, then all Artin-Tits groups will have solutions to the word problem.
Recall that an Artin-Tits group is free of infinity if its Coxeter graph has no
edge labeled by $\infty$.",Eddy Godelle; Luis Paris,,math.GR
http://arxiv.org/abs/1205.3257v1,Typical Real Ranks of Binary Forms,2012-05-15T05:07:09Z,2012-05-15T05:07:09Z,"We prove a conjecture of Comon and Ottaviani that typical real Waring ranks
of bivariate forms of degree $d$ take all integer values between $\lfloor
\frac{d+2}{2}\rfloor$ and $d$. That is we show that for all $d$ and all
$\lfloor \frac{d+2}{2}\rfloor \leq m \leq d$ there exists a bivariate form $f$
such that $f$ can be written as a linear combination of $m$ $d$-th powers of
real linear forms and no fewer, and additionally all forms in an open
neighborhood of $f$ also possess this property. Equivalently we show that for
all $d$ and any $\lfloor \frac{d+2}{2}\rfloor \leq m \leq d$ there exists a
symmetric real bivariate tensor $t$ of order $d$ such that $t$ can be written
as a linear combination of $m$ symmetric real tensors of rank 1 and no fewer,
and additionally all tensors in an open neighborhood of $t$ also possess this
property.",Grigoriy Blekherman,,math.AG
http://arxiv.org/abs/1208.3046v3,"On finite $p$-groups whose central automorphisms are all class
  preserving",2012-08-15T07:15:50Z,2013-05-17T02:22:19Z,"We obtain certain results on a finite $p$-group whose central automorphisms
are all class preserving. In particular, we prove that if $G$ is a finite
$p$-group whose central automorphisms are all class preserving, then $d(G)$ is
even, where $d(G)$ denotes the number of elements in any minimal generating set
for $G$. As an application of these results, we obtain some results regarding
finite $p$-groups whose automorphisms are all class preserving. In particular,
we prove that if $G$ is a finite $p$-groups whose automorphisms are all class
preserving, then order of $G$ is at least $p^8$ and the order of the
automorphism group of $G$ is at least $p^12$.",Manoj K. Yadav,,math.GR
http://arxiv.org/abs/1210.7700v3,The Classification of All Crossed Products $H_4 \# k[C_{n}]$,2012-10-29T15:57:56Z,2014-04-23T04:50:56Z,"Using the computational approach introduced in [Agore A.L., Bontea C.G.,
Militaru G., J. Algebra Appl. 12 (2013), 1250227, 24 pages, arXiv:1207.0411] we
classify all coalgebra split extensions of $H_4$ by $k[C_n]$, where $C_n$ is
the cyclic group of order $n$ and $H_4$ is Sweedler's $4$-dimensional Hopf
algebra. Equivalently, we classify all crossed products of Hopf algebras $H_4
\# k[C_{n}]$ by explicitly computing two classifying objects: the cohomological
'group' ${\mathcal H}^{2} ( k[C_{n}], H_4)$ and $\text{CRP}( k[C_{n}], H_4):=$
the set of types of isomorphisms of all crossed products $H_4 \# k[C_{n}]$.
More precisely, all crossed products $H_4 \# k[C_n]$ are described by
generators and relations and classified: they are $4n$-dimensional quantum
groups $H_{4n, \lambda, t}$, parameterized by the set of all pairs $(\lambda,
t)$ consisting of an arbitrary unitary map $t : C_n \to C_2$ and an $n$-th root
$\lambda$ of $\pm 1$. As an application, the group of Hopf algebra
automorphisms of $H_{4n, \lambda, t}$ is explicitly described.",Ana-Loredana Agore; Costel-Gabriel Bontea; Gigel Militaru,10.3842/SIGMA.2014.049,math.RA
http://arxiv.org/abs/1304.4919v5,On sofic monoids,2013-04-17T19:03:22Z,2014-03-20T17:50:22Z,"We investigate the notion of soficity for monoids. A group is sofic as a
group if and only if it is sofic as a monoid. All finite monoids, all
commutative monoids, all free monoids, all cancellative one-sided amenable
monoids, all multiplicative monoids of matrices over a field, and all monoids
obtained by adjoining an identity element to a semigroup without identity
element are sofic. On the other hand, although the question of the existence of
a non-sofic group remains open, we prove that the bicyclic monoid is not sofic.
This shows that there exist finitely presented amenable inverse monoids that
are non-sofic.",Tullio Ceccherini-Silberstein; Michel Coornaert,,math.DS
http://arxiv.org/abs/1402.4821v1,Multi-scale and multi-domain computational astrophysics,2014-02-19T21:01:20Z,2014-02-19T21:01:20Z,"Astronomical phenomena are governed by processes on all spatial and temporal
scales, ranging from days to the age of the Universe (13.8,Gyr) as well as from
km size up to the size of the Universe. This enormous range in scales is
contrived, but as long as there is a physical connection between the smallest
and largest scales it is important to be able to resolve them all, and for the
study of many astronomical phenomena this governance is present. Although
covering all these scales is a challenge for numerical modelers, the most
challenging aspect is the equally broad and complex range in physics, and the
way in which these processes propagate through all scales. In our recent effort
to cover all scales and all relevant physical processes on these scales we have
designed the Astrophysics Multipurpose Software Environment (AMUSE). AMUSE is a
Python-based framework with production quality community codes and provides a
specialized environment to connect this plethora of solvers to a homogeneous
problem solving environment.",A. van Elteren; F. I. Pelupessy; S. Portegies Zwart,10.1098/rsta.2013.0385,astro-ph.IM
http://arxiv.org/abs/1404.7019v1,Typical curvature behaviour of bodies of constant width,2014-04-28T15:24:02Z,2014-04-28T15:24:02Z,"It is known that an $n$-dimensional convex body which is typical in the sense
of Baire category, shows a simple, but highly non-intuitive curvature
behaviour: at almost all of its boundary points, in the sense of measure, all
curvatures are zero, but there is also a dense and uncountable set of boundary
points at which all curvatures are infinite. The purpose of this paper is to
find a counterpart to this phenomenon for typical convex bodies of given
constant width. Such bodies cannot have zero curvatures. A main result says
that for a typical $n$-dimensional convex body of constant width $1$ (without
loss of generality), at almost all boundary points, in the sense of measure,
all curvatures are equal to $1$. (In contrast, note that a ball of width $1$
has radius $1/2$, hence all its curvatures are equal to $2$.) Since the
property of constant width is linear with respect to Minkowski addition, the
proof requires recourse to a linear curvature notion, which is provided by the
tangential radii of curvature.",Imre Barany; rolf Schneider,,math.MG
http://arxiv.org/abs/1405.5187v2,The singular set of mean curvature flow with generic singularities,2014-05-20T18:51:26Z,2015-02-23T21:48:24Z,"A mean curvature flow starting from a closed embedded hypersurface in
$R^{n+1}$ must develop singularities. We show that if the flow has only generic
singularities, then the space-time singular set is contained in finitely many
compact embedded $(n-1)$-dimensional Lipschitz submanifolds plus a set of
dimension at most $n-2$. If the initial hypersurface is mean convex, then all
singularities are generic and the results apply.
  In $R^3$ and $R^4$, we show that for almost all times the evolving
hypersurface is completely smooth and any connected component of the singular
set is entirely contained in a time-slice. For $2$ or $3$-convex hypersurfaces
in all dimensions, the same arguments lead to the same conclusion: the flow is
completely smooth at almost all times and connected components of the singular
set are contained in time-slices. A key technical point is a strong
{\emph{parabolic}} Reifenberg property that we show in all dimensions and for
all flows with only generic singularities. We also show that the entire flow
clears out very rapidly after a generic singularity.
  These results are essentially optimal.",Tobias Holck Colding; William P. Minicozzi II,,math.DG
http://arxiv.org/abs/1409.2752v2,Winner-Take-All Autoencoders,2014-09-09T14:38:43Z,2015-06-07T18:28:22Z,"In this paper, we propose a winner-take-all method for learning hierarchical
sparse representations in an unsupervised fashion. We first introduce
fully-connected winner-take-all autoencoders which use mini-batch statistics to
directly enforce a lifetime sparsity in the activations of the hidden units. We
then propose the convolutional winner-take-all autoencoder which combines the
benefits of convolutional architectures and autoencoders for learning
shift-invariant sparse representations. We describe a way to train
convolutional autoencoders layer by layer, where in addition to lifetime
sparsity, a spatial sparsity within each feature map is achieved using
winner-take-all activation functions. We will show that winner-take-all
autoencoders can be used to to learn deep sparse representations from the
MNIST, CIFAR-10, ImageNet, Street View House Numbers and Toronto Face datasets,
and achieve competitive classification performance.",Alireza Makhzani; Brendan Frey,,cs.LG
http://arxiv.org/abs/1412.1754v1,Topological atlas of the Kovalevskaya top in a double field,2014-12-04T18:22:30Z,2014-12-04T18:22:30Z,"We fulfill the rough topological analysis of the problem of the motion of the
Kovalevskaya top in a double field. This problem is described by a completely
integrable system with three degrees of freedom not reducible to a family of
systems with two degrees of freedom. The notion of a topological atlas of an
irreducible system is introduced. The complete topological analysis of the
critical subsystems with two degrees of freedom is given. We calculate the
types of all critical points. We present the parametric classification of the
equipped iso-energy diagrams of the complete momentum map pointing out all
chambers, families of 3-tori, and 4-atoms of their bifurcations. Basing on the
ideas of A.T. Fomenko, we introduce the notion of the simplified net iso-energy
invariant. All such invariants are constructed. Using them, we establish, for
all parametrically stable cases, the number of critical periodic solutions of
all types and the loop molecules of all rank 1 singularities. The work was
supported by the grants of the RFBR No. 13-01-97025 and 14-01-00119.",Mikhail P. Kharlamov; Pavel E. Ryabov,,nlin.SI
http://arxiv.org/abs/1412.3338v1,"Metamaterial all-optical switching based on resonance mode coupling in
  dielectric meta-atoms",2014-12-10T15:25:40Z,2014-12-10T15:25:40Z,"All-optical switching based on optical nonlinearity must undergo complex
processes of light-mater interaction in atom and electron scale, so a relative
high power and long response time is required, that construct main bottlenecks
in all-optical technology. In this paper, we propose a new mechanism for
building all-optical switching based on a change resonance modes of meta-atoms
in metamaterials, not involved optical nonlinearity of materials. A
metamaterial composed of cubic dielectric meta-atoms periodically embedded in a
background matrix is designed and constructed. All-optical switch functionality
by modulating the resonance modes in meta-atoms utilizing a vertical direction
switch light whose power is the same value with that of the signal light is
demonstrated in microwave range theoretically and experimentally. This results
represent a significant step towards obtaining all-optical switching devices
with extremely low threshold power and high switching speed.",Xiaoming Liu; Ji Zhou; Natalia Litchinitser; Jingbo Sun,,cond-mat.mtrl-sci
http://arxiv.org/abs/1412.3497v2,"Some existence theorems on all fractional $(g,f)$-factors with
  prescribed properties",2014-12-10T23:36:15Z,2019-07-20T00:25:55Z,"Let $G$ be a graph, and $g,f:V(G)\rightarrow Z^{+}$ with $g(x)\leq f(x)$ for
each $x\in V(G)$. We say that $G$ admits all fractional $(g,f)$-factors if $G$
contains a fractional $r$-factor for every $r:V(G)\rightarrow Z^{+}$ with
$g(x)\leq r(x)\leq f(x)$ for any $x\in V(G)$. Let $H$ be a subgraph of $G$. We
say that $G$ has all fractional $(g,f)$-factors excluding $H$ if for every
$r:V(G)\rightarrow Z^{+}$ with $g(x)\leq r(x)\leq f(x)$ for all $x\in V(G)$,
$G$ has a fractional $r$-factor $F_h$ such that $E(H)\cap E(F_h)=\emptyset$,
where $h:E(G)\rightarrow [0,1]$ is a function. In this paper, we show a
characterization for the existence of all fractional $(g,f)$-factors excluding
$H$ and obtain two sufficient conditions for a graph to have all fractional
$(g,f)$-factors excluding $H$.",Sizhong Zhou,,math.CO
http://arxiv.org/abs/1412.3882v1,"All fractional (g,f)-factors in graphs",2014-12-12T04:03:45Z,2014-12-12T04:03:45Z,"Let $G$ be a graph, and $g,f:V(G)\rightarrow N$ be two functions with
$g(x)\leq f(x)$ for each vertex $x$ in $G$. We say that $G$ has all fractional
$(g,f)$-factors if $G$ includes a fractional $r$-factor for every
$r:V(G)\rightarrow N$ such that $g(x)\leq r(x)\leq f(x)$ for each vertex $x$ in
$G$. Let $H$ be a subgraph of $G$. We say that $G$ admits all fractional
$(g,f)$-factors including $H$ if for every $r:V(G)\rightarrow N$ with $g(x)\leq
r(x)\leq f(x)$ for each vertex $x$ in $G$, $G$ includes a fractional $r$-factor
$F_h$ with $h(e)=1$ for any $e\in E(H)$, then we say that $G$ admits all
fractional $(g,f)$-factors including $H$, where $h:E(G)\rightarrow [0,1]$ is
the indicator function of $F_h$. In this paper, we obtain a characterization
for the existence of all fractional $(g,f)$-factors including $H$ and pose a
sufficient condition for a graph to have all fractional $(g,f)$-factors
including $H$.",Zhiren Sun; Sizhong Zhou,,math.CO
http://arxiv.org/abs/1507.06472v1,On sequences with prescribed metric discrepancy behavior,2015-07-23T12:48:14Z,2015-07-23T12:48:14Z,"An important result of H. Weyl states that for every sequence
$\left(a_{n}\right)_{n\geq 1}$ of distinct positive integers the sequence of
fractional parts of $\left(a_{n} \alpha \right)_{n \geq1}$ is uniformly
distributed modulo one for almost all $\alpha$. However, in general it is a
very hard problem to calculate the precise order of convergence of the
discrepancy $D_{N}$ of $\left(\left\{a_{n} \alpha \right\}\right)_{n \geq 1}$
for almost all $\alpha$. By a result of R. C. Baker this discrepancy always
satisfies $N D_{N} = \mathcal{O} \left(N^{\frac{1}{2}+\varepsilon}\right)$ for
almost all $\alpha$ and all $\varepsilon >0$. In the present note for arbitrary
$\gamma \in \left(0, \frac{1}{2}\right]$ we construct a sequence
$\left(a_{n}\right)_{n \geq 1}$ such that for almost all $\alpha$ we have
$ND_{N} = \mathcal{O} \left(N^{\gamma}\right)$ and $ND_{N} = \Omega
\left(N^{\gamma-\varepsilon}\right)$ for all $\varepsilon > 0$, thereby proving
that any prescribed metric discrepancy behavior within the admissible range can
actually be realized.",Christoph Aistleitner; Gerhard Larcher,,math.NT
http://arxiv.org/abs/1508.01103v1,"Partial clones containing all Boolean monotone self-dual partial
  functions",2015-08-05T15:17:17Z,2015-08-05T15:17:17Z,"The study of partial clones on $\mathbf{2}:=\{0,1\}$ was initiated by R. V.
Freivald. In his fundamental paper published in 1966, Freivald showed, among
other things, that the set of all monotone partial functions and the set of all
self-dual partial functions are both maximal partial clones on $\mathbf{2}$.
Several papers dealing with intersections of maximal partial clones on
$\mathbf{2}$ have appeared after Freivald work. It is known that there are
infinitely many partial clones that contain the set of all monotone self-dual
partial functions on $\mathbf{2}$, and the problem of describing them all was
posed by some authors. In this paper we show that the set of partial clones
that contain all monotone self-dual partial functions is of continuum
cardinality on $\mathbf{2}$.",Miguel Couceiro; Lucien Haddad; Ivo G. Rosenberg,,math.CO
http://arxiv.org/abs/1508.01130v1,On the Efficiency of All-Pay Mechanisms,2015-08-05T17:03:05Z,2015-08-05T17:03:05Z,"We study the inefficiency of mixed equilibria, expressed as the price of
anarchy, of all-pay auctions in three different environments: combinatorial,
multi-unit and single-item auctions. First, we consider item-bidding
combinatorial auctions where m all-pay auctions run in parallel, one for each
good. For fractionally subadditive valuations, we strengthen the upper bound
from 2 [Syrgkanis and Tardos STOC'13] to 1.82 by proving some structural
properties that characterize the mixed Nash equilibria of the game. Next, we
design an all-pay mechanism with a randomized allocation rule for the multi-
unit auction. We show that, for bidders with submodular valuations, the
mechanism admits a unique, 75% efficient, pure Nash equilibrium. The efficiency
of this mechanism outperforms all the known bounds on the price of anarchy of
mechanisms used for multi-unit auctions. Finally, we analyze single-item
all-pay auctions motivated by their connection to contests and show tight
bounds on the price of anarchy of social welfare, revenue and maximum bid.",George Christodoulou; Alkmini Sgouritsa; Bo Tang,,cs.GT
http://arxiv.org/abs/1511.00987v1,"Nd2Sn2O7: an all-in-all-out pyrochlore magnet with no divergence-free
  field and anomalously slow paramagnetic spin dynamics",2015-11-03T17:02:33Z,2015-11-03T17:02:33Z,"We report measurements performed on a polycrystalline sample of the
pyrochlore compound Nd2Sn2O7. It undergoes a second order magnetic phase
transition at Tc ~ 0.91 K to a noncoplanar all-in-all-out magnetic structure of
the Nd3+ magnetic moments. The thermal behavior of the low temperature specific
heat fingerprints excitations with linear dispersion in a three-dimensional
lattice. The temperature independent spin-lattice relaxation rate measured
below Tc and the anomalously slow paramagnetic spin dynamics detected up to ~
30 Tc are suggested to be due to magnetic short-range correlations in
unidimensional spin clusters, i.e., spin loops. The observation of a
spontaneous field in muon spin relaxation measurements is associated with the
absence of a divergence-free field for the ground state of an all-in-all-out
pyrochlore magnet as predicted recently.",A. Bertin; P. Dalmas de Reotier; B. Fak; C. Marin; A. Yaouanc; A. Forget; D. Sheptyakov; B. Frick; C. Ritter; A. Amato; C. Baines; P. J. C. King,10.1103/PhysRevB.92.144423,cond-mat.str-el
http://arxiv.org/abs/1512.05105v1,Invariants of Linkage of modules,2015-12-16T09:52:45Z,2015-12-16T09:52:45Z,"Let $(A,\mathfrak{m})$ be a Gorenstein local ring and let $M, N$ be two
Cohen-Macaulay \ $A$-modules with $M$ linked to $N$ via a Gorenstein ideal
$\mathfrak{q}$.
  Let $L$ be another finitely generated $A$-module. We show that $Ext^i_A(L,M)
= 0 $ for all $i \gg 0$ if and only if $Tor^A_i(L,N) = 0$ for all $i \gg 0$. If
$D$ is Cohen-Macaulay then we show that $Ext^i_A(M, D) = 0 $ for all $i \gg 0$
if and only if
  $Ext^i_A(D^\dagger, N) = 0$ for all $i \gg 0$, where $D^\dagger =
Ext^r_A(D,A)$ and $r = codim \ D$.
  As a consequence we get that $Ext^i_A(M, M) = 0 $ for all $i \gg 0$ if and
only if
  $Ext^i_A(N, N) = 0$ for all $i \gg 0$.
  We also show that $End_A(M)/rad \ End_A(M) \cong (End_A(N)/rad \
End_A(N))^{op}$. We also give a negative answer to a question of Martsinkovsky
and Strooker.",Tony J. Puthenpurakal,,math.AC
http://arxiv.org/abs/1607.07164v1,Normality of different orders for Cantor series expansions,2016-07-25T07:02:11Z,2016-07-25T07:02:11Z,"Let $S \subseteq \mathbb{N}$ have the property that for each $k \in S$ the
set $(S - k) \cap \mathbb{N} \setminus S$ has asymptotic density $0$. We prove
that there exists a basic sequence $Q$ where the set of numbers $Q$-normal of
all orders in $S$ but not $Q$-normal of all orders not in $S$ has full
Hausdorff dimension. If the function $k \mapsto 1_S(k)$ is computable, then
there exist computable examples. For example, there exists a computable basic
sequence $Q$ where the set of numbers normal of all even orders and not normal
of all odd orders has full Hausdorff dimension. This is in strong constrast to
the $b$-ary expansions where any real number that is normal of order $k$ must
also be normal of all orders between $1$ and $k-1$.
  Additionally, all numbers we construct satisfy the unusual condition that
block frequencies sampled along non-trivial arithmetic progressions don't
converge to the expected value. This is also in strong contrast to the case of
the $b$-ary expansions, but more similar to the case of the continued fraction
expansion. As a corollary, the set of $Q$-normal numbers that are not normal
when sampled along any non-trivial arithmetic progression has full Hausdorff
dimension.",Dylan Airey; Bill Mance,10.1088/1361-6544/aa82f0,math.NT
